2026-01-07 15:10:04,689 INFO [Kafka] Connected to redpanda:9092, topic=stock_prices
2026-01-07 15:10:04,691 INFO Starting Yahoo async fetcher for: ['AAPL', 'GOOG', 'AMZN', 'MSFT', 'TSLA', 'META', 'NFLX']
2026-01-07 15:10:04,692 INFO <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=redpanda:9092 <connecting> [IPv4 ('172.18.0.3', 9092)]>: connecting to redpanda:9092 [('172.18.0.3', 9092) IPv4]
2026-01-07 15:10:04,698 INFO <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=redpanda:9092 <connected> [IPv4 ('172.18.0.3', 9092)]>: Connection complete.
2026-01-07 15:10:04,710 INFO Starting Yahoo async sender.
2026-01-07 15:10:07,960 INFO <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=redpanda:9092 <connecting> [IPv4 ('172.18.0.3', 9092)]>: connecting to redpanda:9092 [('172.18.0.3', 9092) IPv4]
2026-01-07 15:10:07,964 INFO <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=redpanda:9092 <connected> [IPv4 ('172.18.0.3', 9092)]>: Connection complete.
2026-01-07 15:10:07,970 INFO <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=redpanda:9092 <connected> [IPv4 ('172.18.0.3', 9092)]>: Closing connection. 
2026-01-07 15:10:07,985 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.4016, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7853403, 'market_cap': 3879301808128, 'timestamp': 1767798606}
2026-01-07 15:10:10,468 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.205, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14172329, 'market_cap': 1444070686720, 'timestamp': 1767798609}
2026-01-07 15:10:10,491 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.39, 'open': 655.78, 'high': 659.15, 'low': 646.4, 'volume': 2338711, 'market_cap': 1631764348928, 'timestamp': 1767798608}
2026-01-07 15:10:10,517 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.6302, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7561660, 'market_cap': 384029458432, 'timestamp': 1767798609}
2026-01-07 15:10:15,289 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.45, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7867070, 'market_cap': 3880020082688, 'timestamp': 1767798613}
2026-01-07 15:10:15,299 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.4947, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 4995147, 'market_cap': 3868539748352, 'timestamp': 1767798611}
2026-01-07 15:10:15,302 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.2, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9177291, 'market_cap': 2600395079680, 'timestamp': 1767798614}
2026-01-07 15:10:15,313 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.7, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4146119, 'market_cap': 3595496849408, 'timestamp': 1767798614}
2026-01-07 15:10:15,318 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.125, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14185387, 'market_cap': 1443821256704, 'timestamp': 1767798614}
2026-01-07 15:10:15,324 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.26, 'open': 655.78, 'high': 659.15, 'low': 646.4, 'volume': 2343899, 'market_cap': 1631663554560, 'timestamp': 1767798614}
2026-01-07 15:10:15,326 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.6054, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7565595, 'market_cap': 383924371456, 'timestamp': 1767798614}
2026-01-07 15:10:20,415 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.4701, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7872765, 'market_cap': 3880318140416, 'timestamp': 1767798619}
2026-01-07 15:10:20,428 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.515, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 4997865, 'market_cap': 3869204021248, 'timestamp': 1767798618}
2026-01-07 15:10:20,481 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.2, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9189836, 'market_cap': 2599780352000, 'timestamp': 1767798619}
2026-01-07 15:10:20,502 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.8192, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4165460, 'market_cap': 3597132103680, 'timestamp': 1767798618}
2026-01-07 15:10:20,517 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.265, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14198533, 'market_cap': 1444403216384, 'timestamp': 1767798618}
2026-01-07 15:10:20,523 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.269, 'open': 655.78, 'high': 659.15, 'low': 646.4, 'volume': 2347347, 'market_cap': 1631395250176, 'timestamp': 1767798619}
2026-01-07 15:10:20,525 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.59, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7577924, 'market_cap': 383816761344, 'timestamp': 1767798619}
2026-01-07 15:10:25,310 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.55, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7879298, 'market_cap': 3881503817728, 'timestamp': 1767798623}
2026-01-07 15:10:25,326 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.46, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 4999344, 'market_cap': 3868419162112, 'timestamp': 1767798624}
2026-01-07 15:10:25,343 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.14, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9203865, 'market_cap': 2598791544832, 'timestamp': 1767798624}
2026-01-07 15:10:25,348 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.765, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4192363, 'market_cap': 3595310989312, 'timestamp': 1767798624}
2026-01-07 15:10:25,359 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.365, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14212131, 'market_cap': 1444619354112, 'timestamp': 1767798624}
2026-01-07 15:10:25,362 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.025, 'open': 655.78, 'high': 659.15, 'low': 646.4, 'volume': 2358547, 'market_cap': 1629269131264, 'timestamp': 1767798624}
2026-01-07 15:10:25,373 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.586, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7583500, 'market_cap': 383837929472, 'timestamp': 1767798624}
2026-01-07 15:10:30,452 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.61, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7896656, 'market_cap': 3881950773248, 'timestamp': 1767798629}
2026-01-07 15:10:30,463 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.39, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5005855, 'market_cap': 3867694858240, 'timestamp': 1767798629}
2026-01-07 15:10:30,470 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.05, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9208766, 'market_cap': 2598310248448, 'timestamp': 1767798629}
2026-01-07 15:10:30,476 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.715, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4201742, 'market_cap': 3595793596416, 'timestamp': 1767798628}
2026-01-07 15:10:30,481 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.0901, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14228799, 'market_cap': 1444203724800, 'timestamp': 1767798629}
2026-01-07 15:10:30,487 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 646.575, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2375625, 'market_cap': 1629672308736, 'timestamp': 1767798629}
2026-01-07 15:10:30,493 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.575, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7586253, 'market_cap': 383795527680, 'timestamp': 1767798629}
2026-01-07 15:10:35,384 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.65, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7902566, 'market_cap': 3882987814912, 'timestamp': 1767798633}
2026-01-07 15:10:35,408 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.61, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5007268, 'market_cap': 3868864544768, 'timestamp': 1767798632}
2026-01-07 15:10:35,442 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.17, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9218982, 'market_cap': 2599539703808, 'timestamp': 1767798633}
2026-01-07 15:10:35,451 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.72, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4217385, 'market_cap': 3595794120704, 'timestamp': 1767798633}
2026-01-07 15:10:35,468 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.3599, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14243423, 'market_cap': 1444103847936, 'timestamp': 1767798634}
2026-01-07 15:10:35,476 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.095, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2385085, 'market_cap': 1631020777472, 'timestamp': 1767798633}
2026-01-07 15:10:35,488 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.6, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7594523, 'market_cap': 383901466624, 'timestamp': 1767798634}
2026-01-07 15:10:40,336 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.59, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7922639, 'market_cap': 3882097573888, 'timestamp': 1767798639}
2026-01-07 15:10:40,346 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.41, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5012135, 'market_cap': 3867936292864, 'timestamp': 1767798639}
2026-01-07 15:10:40,363 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.22, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9225611, 'market_cap': 2600074215424, 'timestamp': 1767798639}
2026-01-07 15:10:40,370 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.885, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4226252, 'market_cap': 3596017205248, 'timestamp': 1767798639}
2026-01-07 15:10:40,387 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.425, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14251668, 'market_cap': 1444935368704, 'timestamp': 1767798639}
2026-01-07 15:10:40,396 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.2, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2388813, 'market_cap': 1631285542912, 'timestamp': 1767798639}
2026-01-07 15:10:40,402 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.6055, 'open': 91.59, 'high': 92.419, 'low': 90.565, 'volume': 7606241, 'market_cap': 383924797440, 'timestamp': 1767798639}
2026-01-07 15:10:45,376 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.62, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7927812, 'market_cap': 3882839703552, 'timestamp': 1767798644}
2026-01-07 15:10:45,385 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.27, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5028166, 'market_cap': 3866245988352, 'timestamp': 1767798644}
2026-01-07 15:10:45,392 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.28, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9231811, 'market_cap': 2600715681792, 'timestamp': 1767798643}
2026-01-07 15:10:45,402 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.9155, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4227528, 'market_cap': 3596909019136, 'timestamp': 1767798641}
2026-01-07 15:10:45,406 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.36, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14261568, 'market_cap': 1444602707968, 'timestamp': 1767798643}
2026-01-07 15:10:45,408 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.63, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2404030, 'market_cap': 1632369377280, 'timestamp': 1767798644}
2026-01-07 15:10:45,413 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.58, 'open': 91.59, 'high': 92.419, 'low': 90.56, 'volume': 7650408, 'market_cap': 383816761344, 'timestamp': 1767798644}
2026-01-07 15:10:50,410 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.73, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7937464, 'market_cap': 3883731517440, 'timestamp': 1767798649}
2026-01-07 15:10:50,431 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.31, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5032461, 'market_cap': 3866729119744, 'timestamp': 1767798647}
2026-01-07 15:10:50,441 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.4, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9249252, 'market_cap': 2602297720832, 'timestamp': 1767798649}
2026-01-07 15:10:50,446 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 484.0584, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4235369, 'market_cap': 3598086569984, 'timestamp': 1767798649}
2026-01-07 15:10:50,447 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.49, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14289038, 'market_cap': 1445267898368, 'timestamp': 1767798649}
2026-01-07 15:10:50,459 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.75, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2407037, 'market_cap': 1632671498240, 'timestamp': 1767798648}
2026-01-07 15:10:50,465 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.585, 'open': 91.59, 'high': 92.419, 'low': 90.56, 'volume': 7658894, 'market_cap': 383837929472, 'timestamp': 1767798649}
2026-01-07 15:10:55,745 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.7, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7942060, 'market_cap': 3883730206720, 'timestamp': 1767798653}
2026-01-07 15:10:55,754 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.328, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5034586, 'market_cap': 3868000256000, 'timestamp': 1767798654}
2026-01-07 15:10:55,760 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.47, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9258754, 'market_cap': 2602746773504, 'timestamp': 1767798653}
2026-01-07 15:10:55,777 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.9, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4238967, 'market_cap': 3597206552576, 'timestamp': 1767798654}
2026-01-07 15:10:55,786 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.495, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14298464, 'market_cap': 1445201444864, 'timestamp': 1767798654}
2026-01-07 15:10:55,795 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.735, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2418718, 'market_cap': 1632802832384, 'timestamp': 1767798654}
2026-01-07 15:10:55,804 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.585, 'open': 91.59, 'high': 92.419, 'low': 90.56, 'volume': 7666452, 'market_cap': 383837929472, 'timestamp': 1767798654}
2026-01-07 15:11:00,833 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.74, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7953595, 'market_cap': 3884323438592, 'timestamp': 1767798659}
2026-01-07 15:11:00,839 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.42, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5036302, 'market_cap': 3868057141248, 'timestamp': 1767798658}
2026-01-07 15:11:00,848 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.475, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9272347, 'market_cap': 2602800513024, 'timestamp': 1767798658}
2026-01-07 15:11:00,865 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.94, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4239395, 'market_cap': 3597169328128, 'timestamp': 1767798658}
2026-01-07 15:11:00,879 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.6, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14317154, 'market_cap': 1445341822976, 'timestamp': 1767798659}
2026-01-07 15:11:00,895 INFO [KAFKA PUSH] record = {'symbol': 'META', 'currency': 'USD', 'exchange': 'NMS', 'price': 647.83, 'open': 655.78, 'high': 659.15, 'low': 646.26, 'volume': 2420897, 'market_cap': 1632835600384, 'timestamp': 1767798659}
2026-01-07 15:11:00,911 INFO [KAFKA PUSH] record = {'symbol': 'NFLX', 'currency': 'USD', 'exchange': 'NMS', 'price': 90.58, 'open': 91.59, 'high': 92.419, 'low': 90.56, 'volume': 7673191, 'market_cap': 383816761344, 'timestamp': 1767798659}
2026-01-07 15:11:05,576 INFO [KAFKA PUSH] record = {'symbol': 'AAPL', 'currency': 'USD', 'exchange': 'NMS', 'price': 261.71, 'open': 263.27, 'high': 263.68, 'low': 261.21, 'volume': 7967492, 'market_cap': 3883730206720, 'timestamp': 1767798664}
2026-01-07 15:11:05,584 INFO [KAFKA PUSH] record = {'symbol': 'GOOG', 'currency': 'USD', 'exchange': 'NMS', 'price': 320.39, 'open': 314.501, 'high': 322.55, 'low': 314.5, 'volume': 5038952, 'market_cap': 3867694858240, 'timestamp': 1767798664}
2026-01-07 15:11:05,590 INFO [KAFKA PUSH] record = {'symbol': 'AMZN', 'currency': 'USD', 'exchange': 'NMS', 'price': 243.475, 'open': 239.61, 'high': 243.74, 'low': 239.52, 'volume': 9280559, 'market_cap': 2602800513024, 'timestamp': 1767798664}
2026-01-07 15:11:05,606 INFO [KAFKA PUSH] record = {'symbol': 'MSFT', 'currency': 'USD', 'exchange': 'NMS', 'price': 483.685, 'open': 479.56, 'high': 485.12, 'low': 477.95, 'volume': 4248039, 'market_cap': 3595310989312, 'timestamp': 1767798663}
2026-01-07 15:11:05,615 INFO [KAFKA PUSH] record = {'symbol': 'TSLA', 'currency': 'USD', 'exchange': 'NMS', 'price': 434.365, 'open': 435.885, 'high': 438.13, 'low': 431.6, 'volume': 14331582, 'market_cap': 1445134860288, 'timestamp': 1767798664}
